Index	Osort	Noun	Verb	Linking	Compound	Valency	Relation	Prefix	Particle	Freq	Nounpl	Verbpp	Verbzu	Verbfin	q_compound_joint_cap	q_compound_joint_nocap	q_np_det_joint_cap	q_np_det_joint_nocap	q_np_det_sep_cap	q_np_det_sep_nocap	q_np_det_sep_capcap	q_np_apprart_joint_cap	q_np_apprart_joint_nocap	q_np_apprart_sep_cap	q_np_apprart_sep_nocap	q_np_apprart_sep_capcap	q_np_nodet_joint_cap	q_np_nodet_joint_nocap	q_np_nodet_sep_cap	q_np_nodet_sep_nocap	q_np_nodet_sep_capcap	q_infzu_joint_cap	q_infzu_joint_nocap	q_infzu_sep_cap	q_infzu_sep_nocap	q_prog_joint_cap	q_prog_joint_nocap	q_prog_sep_cap	q_prog_sep_nocap	q_prog_sep_capcap	q_particip_joint_cap	q_particip_joint_nocap	q_particip_sep_cap	q_particip_sep_nocap	q_particip_sep_capcap	q_finite_joint_cap	q_finite_joint_nocap	q_finite_sep_cap	q_finite_sep_nocap
43	721	Büchse	werfen	n	Büchsenwerfen	Transitive	Undetermined			22	Büchsen	geworfen	X	werft|würfen|würfe|wirfst|werfe|werfen|warf|warfen|wirft	164	1	11	0	2	0	0	24	0	4	0	0	168	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
62	722	Ring	werfen	e	Ringewerfen	Transitive	Undetermined			15	Ringe	geworfen	X	werft|würfen|würfe|wirfst|werfe|werfen|warf|warfen|wirft	57	1	3	0	2	0	1	8	0	4	0	0	68	1	71	1	0	0	0	6	0	0	0	0	0	0	0	0	3	0	0	0	0	1	1
64	723	Ei	werfen	er	Eierwerfen	Transitive	Undetermined			15	Eier	geworfen	X	werft|würfen|würfe|wirfst|werfe|werfen|warf|warfen|wirft	60	0	15	0	8	3	0	14	0	0	0	0	43	0	33	1	0	0	0	5	1	0	0	0	0	0	0	0	8	0	0	98	2	2	0
107	724	Rakete	werfen	n	Raketenwerfen	Transitive	Undetermined			8	Raketen	geworfen	X	werft|würfen|würfe|wirfst|werfe|werfen|warf|warfen|wirft	30	0	10	0	1	0	0	1	0	0	1	0	25	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	2	0
122	725	Münze	werfen	n	Münzenwerfen	Transitive	Undetermined			7	Münzen	geworfen	X	werft|würfen|würfe|wirfst|werfe|werfen|warf|warfen|wirft	24	0	6	0	4	0	0	12	0	3	0	0	19	2	36	0	0	0	0	1	0	0	0	0	0	0	0	0	18	0	0	0	0	6	0
127	726	Krug	werfen	~e	Krügewerfen	Transitive	Undetermined			7	Krüge	geworfen	X	werft|würfen|würfe|wirfst|werfe|werfen|warf|warfen|wirft	3	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
165	727	Bombe	werfen	n	Bombenwerfen	Transitive	Undetermined			6	Bomben	geworfen	X	werft|würfen|würfe|wirfst|werfe|werfen|warf|warfen|wirft	43	0	17	0	29	0	0	11	0	3	0	0	19	0	173	17	0	0	0	62	0	1	0	0	0	0	0	0	62	1	0	36	0	44	3
203	728	Flasche	werfen	n	Flaschenwerfen	Transitive	Undetermined			5	Flaschen	geworfen	X	werft|würfen|würfe|wirfst|werfe|werfen|warf|warfen|wirft	24	0	4	0	4	0	0	6	0	0	0	0	21	0	45	3	1	0	0	6	0	0	0	0	0	0	0	0	51	3	0	297	1	22	0
111	729	Kralle	wetzen	n	Krallenwetzen	Transitive	Object			8	Krallen	gewetzt	X	wetzte|wetze|wetzt|wetzten|wetzen	59	1	7	1	32	0	0	32	2	15	2	0	18	0	64	2	0	0	0	16	0	0	0	0	0	0	0	0	5	1	0	0	0	15	1
156	730	Gemeinschaft	wohnen	s	Gemeinschaftswohnen	Intransitive	Adjunct			6	Gemeinschaften	gewohnt	X	wohne|wohnen|wohnet|wohnte|wohnt|wohnten|wohnst	18	0	2	0	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
13	731	Kalorie	zählen	n	Kalorienzählen	Optional	Object			71	Kalorien	gezählt	X	zählst|zählten|zähle|zählen|zählte|zählt	631	24	133	7	126	6	2	40	3	8	3	0	478	33	428	29	2	1	0	136	7	2	0	2	0	0	2	0	61	5	0	1	0	52	5
82	732	Erbse	zählen	n	Erbsenzählen	Optional	Object			11	Erbsen	gezählt	X	zählst|zählten|zähle|zählen|zählte|zählt	184	10	48	3	40	5	1	50	3	10	0	0	90	8	191	15	0	0	0	44	2	0	1	0	0	0	0	0	25	2	0	1	0	25	2
108	733	Punkt	zählen	e	Punktezählen	Optional	Object			8	Punkte	gezählt	X	zählst|zählten|zähle|zählen|zählte|zählt	93	5	42	1	159	1	0	13	1	4	0	0	44	4	281	32	1	0	0	32	4	2	0	3	1	0	0	0	72	4	0	0	0	49	5
174	734	Silbe	zählen	n	Silbenzählen	Optional	Object			5	Silben	gezählt	X	zählst|zählten|zähle|zählen|zählte|zählt	32	1	8	0	3	1	0	4	0	1	0	1	14	0	14	0	0	0	0	2	0	1	0	0	0	0	0	1	6	1	0	0	0	6	0
190	735	Karte	zählen	n	Kartenzählen	Optional	Object			5	Karten	gezählt	X	zählst|zählten|zähle|zählen|zählte|zählt	39	0	16	0	22	1	0	10	0	2	0	0	29	1	25	1	0	0	0	5	0	0	0	0	0	0	0	0	6	0	0	0	0	9	0
110	736	Maschine	zeichnen	n	Maschinenzeichnen	Optional	Adjunct			8	Maschinen	gezeichnet	X	zeichnen|zeichnet|zeichnete|zeichne|zeichneten	35	0	0	0	17	0	0	4	0	0	0	0	42	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0
112	737	Karte	zeichnen	n	Kartenzeichnen	Optional	Object			8	Karten	gezeichnet	X	zeichnen|zeichnet|zeichnete|zeichne|zeichneten	49	1	13	0	15	0	0	12	0	4	0	0	23	0	50	0	1	0	0	13	0	1	0	0	0	0	0	0	30	1	0	0	0	12	0
157	738	Form	zeichnen	en	Formenzeichnen	Optional	Object			6	Formen	gezeichnet	X	zeichnen|zeichnet|zeichnete|zeichne|zeichneten	73	0	14	0	6	0	1	21	0	0	0	0	64	0	27	2	2	0	0	2	2	1	0	0	0	0	0	0	2	0	0	0	0	2	0
39	739	Kerze	ziehen	n	Kerzenziehen	Transitive	Object			23	Kerzen	gezogen	X	ziehst|zog|ziehe|ziehen|zogen|zögen|zieht|zöge	228	0	46	0	6	0	0	55	0	5	0	0	182	2	167	1	2	0	0	9	0	1	0	0	0	0	0	0	31	0	0	0	0	4	0
41	740	Zahn	ziehen	~e	Zähneziehen	Transitive	Object			22	Zähne	gezogen	X	ziehst|zog|ziehe|ziehen|zogen|zögen|zieht|zöge	205	3	65	4	243	13	1	46	0	32	3	3	93	0	307	18	1	0	0	31	0	0	0	0	0	0	0	0	316	17	0	0	0	30	0
80	741	Karte	ziehen	n	Kartenziehen	Transitive	Object			11	Karten	gezogen	X	ziehst|zog|ziehe|ziehen|zogen|zögen|zieht|zöge	118	4	29	0	67	5	0	41	1	13	0	0	48	2	324	15	1	0	0	54	4	0	0	0	0	0	0	0	105	5	0	0	0	59	2
185	742	Linie	ziehen	n	Linienziehen	Transitive	Object			5	Linien	gezogen	X	ziehst|zog|ziehe|ziehen|zogen|zögen|zieht|zöge	25	1	6	0	24	1	0	10	0	3	0	0	7	1	82	5	0	0	0	19	0	0	0	0	1	0	2	24	42	3	0	1	0	19	0
197	743	Haar	ziehen	e	Haareziehen	Transitive	Object			5	Haare	gezogen	X	ziehst|zog|ziehe|ziehen|zogen|zögen|zieht|zöge	34	3	5	0	17	0	0	1	0	3	0	0	31	5	93	13	1	0	0	0	0	0	0	0	0	0	0	0	4	2	0	1	0	7	3
144	744	Schuh	zubinden	e	Schuhezubinden	Transitive	Object		zu	6	Schuhe	zugebunden	zuzubinden	zubinden	15	1	4	1	113	7	1	10	0	32	1	0	4	0	91	9	0	0	0	0	0	0	0	1	1	0	0	0	6	0	0	0	0	0	0
22	745	Auge	zucken	n	Augenzucken	Intransitive	Adjunct			38	Augen	gezuckt	X	zuckt|zuckte|zuckten|zucken|zucke	170	14	59	3	7	1	0	1	0	0	0	0	106	6	13	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	61	3
117	746	Zahn	zusammenbeißen	~e	Zähnezusammenbeißen	Transitive	Object		zusammen	7	Zähne	zusammengebissen	zusammenzubeißen	zusammenbeißt|zusammenbeissen|zusammenbeisst|zusammenbeißen	29	0	7	0	400	22	0	2	0	2	0	0	14	0	492	17	1	0	0	0	0	0	0	0	0	0	0	0	17	2	0	0	0	1	0
132	747	Bett	bauen	en	Bettenbauen	Optional	Object			7	Betten	gebaut	X	baue|bauten|bauen|baust|baut|baute|bauet	31	0	10	0	9	0	0	4	0	2	0	0	15	1	51	2	0	0	0	7	0	0	0	0	0	0	0	0	28	0	0	3	0	6	0
153	748	Krippe	bauen	n	Krippenbauen	Optional	Object			6	Krippen	gebaut	X	baue|bauten|bauen|baust|baut|baute|bauet	15	0	6	0	1	0	0	2	0	1	0	0	8	0	14	0	0	0	0	7	0	2	0	0	0	0	0	0	6	0	0	6	0	2	0
154	749	Kind	bekommen	er	Kinderbekommen	Transitive	Object	be		6	Kinder	bekommen	X	bekäme|bekommst|bekamen|bekomme|bekommt|bekam|bekommen|bekämen	68	7	36	4	3165	125	3	11	2	26	4	0	23	8	5209	384	2	0	0	1312	58	0	0	0	0	0	63	9	3617	265	3	2	1	936	54
90	750	Bett	beziehen	en	Bettenbeziehen	Transitive	Object	be		10	Betten	bezogen	X	bezog|beziehen|beziehe|bezöge|bezögen|bezieht|bezogen|beziehst	68	3	18	0	61	0	1	29	1	27	1	0	21	3	247	10	0	0	0	26	1	0	0	0	0	0	0	0	98	3	0	0	0	105	5
109	751	Nase	bohren	n	Nasenbohren	Optional	Adjunct			8	Nasen	gebohrt	X	bohre|bohrst|bohrten|bohrt|bohren|bohrte	89	11	20	1	4	1	0	20	3	1	0	0	62	11	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1
184	752	Loch	bohren	~er	Löcherbohren	Optional	Object			5	Löcher	gebohrt	X	bohre|bohrst|bohrten|bohrt|bohren|bohrte	39	1	10	1	177	19	12	17	1	19	0	4	14	1	650	74	41	0	0	114	4	0	0	0	1	0	2	0	578	25	0	0	0	48	10
200	753	Gesicht	cremen	s	Gesichtscremen	Transitive	Object			5	Gesichter	gecremet	X	creme|cremst|cremet|cremen|cremete|cremetest|cremte|cremetet|cremeten	18	1	8	0	0	0	0	0	0	0	0	0	17	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1639	169	0	0
20	754	Flasche	drehen	n	Flaschendrehen	Transitive	Object			42	Flaschen	gedreht	X	drehte|drehten|drehen|dreht|drehst|drehe	389	53	27	3	3	0	0	54	9	2	1	0	383	54	31	3	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
130	755	Film	drehen	e	Filmedrehen	Transitive	Object			7	Filme	gedreht	X	drehte|drehten|drehen|dreht|drehst|drehe	42	0	14	0	127	2	0	14	0	16	3	1	19	0	665	38	2	0	0	303	7	1	0	3	0	0	1	0	627	25	0	1	0	269	15
147	756	Phrase	dreschen	n	Phrasendreschen	Transitive	Object			6	Phrasen	gedroschen	X	droschen|dreschen|drosch|drischt	82	5	15	2	26	1	0	15	1	6	0	0	49	1	105	7	1	0	0	39	2	0	0	1	0	0	0	0	31	0	0	0	0	28	0
83	757	Bild	einstellen	er	Bildereinstellen	Transitive	Object			11	Bilder	eingestellt	einzustellen	einstellten|einstellen|einstellte|einstelle|einstellt	81	0	39	1	685	37	5	36	0	48	3	1	13	0	1524	108	6	0	0	1	0	0	0	1	0	0	0	0	327	23	1	0	0	103	3
173	758	Spiel	erfinden	e	Spieleerfinden	Transitive	Object	er		5	Spiele	erfunden	X	erfindest|erfindet|erfand|erfinde|erfände|erfinden|erfänden|erfanden	28	0	9	0	7	0	0	13	0	4	0	1	3	0	52	2	0	0	0	17	0	2	0	0	0	0	0	0	21	0	0	0	0	3	1
5	759	Geschichte	erzählen	n	Geschichtenerzählen	Optional	Object	er		179	Geschichten	erzählt	X	erzählt|erzählten|erzählte|erzählst|erzählen|erzähle	971	6	307	1	901	14	4	236	0	91	2	5	323	4	4002	140	13	0	0	1371	17	22	0	9	1	1	0	0	1689	32	0	0	0	1877	45
186	760	Kind	erziehen	er	Kindererziehen	Transitive	Object	er		5	Kinder	erzogen	X	erzogen|erzögen|erziehe|erziehen|erzog|erzieht	39	2	5	0	271	1	3	11	1	4	0	0	25	2	1070	36	4	0	0	489	16	0	0	0	0	0	0	0	250	6	0	1	0	461	17
10	761	Kurve	fahren	n	Kurvenfahren	Optional	Undetermined			106	Kurven	gefahren	X	fuhr|fahre|fährt|fahrt|führe|fuhren|fährst|fahren|führen	845	59	130	11	145	5	2	300	20	42	5	3	307	28	437	84	6	0	0	53	5	6	2	0	0	0	0	0	33	3	0	1427	38	82	41
25	762	Punkt	fahren	e	Punktefahren	Optional	Adjunct			36	Punkte	gefahren	X	fuhr|fahre|fährt|fahrt|führe|fuhren|fährst|fahren|führen	370	0	50	0	87	0	1	236	0	1	0	0	123	0	33	3	2	0	0	3	0	0	0	0	0	0	0	0	5	4	1	0	0	58	2
47	763	Geschicklichkeit	fahren	s	Geschicklichkeitsfahren	Optional	Adjunct			19	Geschicklichkeiten	gefahren	X	fuhr|fahre|fährt|fahrt|führe|fuhren|fährst|fahren|führen	247	3	62	1	0	0	0	67	0	0	0	0	106	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	22	0	0	0
99	764	Gruppe	fahren	n	Gruppenfahren	Optional	Adjunct			9	Gruppen	gefahren	X	fuhr|fahre|fährt|fahrt|führe|fuhren|fährst|fahren|führen	72	2	19	0	23	4	0	24	1	1	1	0	30	2	59	5	0	0	0	12	2	1	0	0	0	0	0	0	35	0	0	357	2	74	3
103	765	Ausscheidung	fahren	s	Ausscheidungsfahren	Optional	Erroneous			9	Ausscheidungen	gefahren	X	fuhr|fahre|fährt|fahrt|führe|fuhren|fährst|fahren|führen	132	0	51	0	0	0	0	36	0	0	0	0	56	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141	766	Straße	fahren	n	Straßenfahren	Optional	Adjunct			6	Straßen	gefahren	X	fuhr|fahre|fährt|fahrt|führe|fuhren|fährst|fahren|führen	49	4	3	3	300	6	0	28	0	0	1	0	16	1	334	5	0	0	0	19	1	0	0	0	0	0	1	0	25	1	0	138	1	114	5
149	767	Mannschaft	fahren	s	Mannschaftsfahren	Optional	Adjunct			6	Mannschaften	gefahren	X	fuhr|fahre|fährt|fahrt|führe|fuhren|fährst|fahren|führen	49	0	7	0	0	0	0	16	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	7	0	0
164	768	Boot	fahren	s	Bootsfahren	Optional	Undetermined			6	Booten	gefahren	X	fuhr|fahre|fährt|fahrt|führe|fuhren|fährst|fahren|führen	115	6	18	1	0	0	0	29	1	0	0	0	102	3	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	8081	54	1	2
187	769	Kette	fangen	n	Kettenfangen	Transitive	Object			5	Ketten	gefangen	X	fängt|fangen|fange|fingen|finge|fängst|fangt|fing	20	0	2	0	1	0	0	2	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	2	0	0	0
23	770	Haar	färben	e	Haarefärben	Optional	Object			37	Haare	gefärbt	X	färben|färbte|färbten|färbe|färbt	233	19	57	1	331	11	2	80	12	59	10	3	115	11	462	122	21	0	0	44	13	0	0	3	0	0	0	0	131	45	0	0	0	48	15
57	771	Ei	färben	er	Eierfärben	Optional	Object			17	Eier	gefärbt	X	färben|färbte|färbten|färbe|färbt	142	1	42	0	17	0	0	61	0	5	0	0	35	2	63	2	1	0	0	14	2	2	1	0	0	0	0	0	57	1	0	0	0	4	0
52	772	Fliege	fischen	n	Fliegenfischen	Optional	Undetermined			18	Fliegen	gefischt	X	fischen|fischt|fischten|fische|fischte	2745	86	602	11	4	0	0	792	19	0	1	0	1507	62	9	4	3	0	0	1	0	27	2	0	0	0	0	1	3	0	0	10	2	5	0
160	773	Ei	fressen	er	Eierfressen	Optional	Object			6	Eier	gefressen	X	fraßen|frass|fresst|fräßen|frisst|fresse|frißt|fressen|fraß	25	3	11	2	27	0	0	5	0	0	0	0	7	2	31	4	3	0	0	2	0	0	0	0	0	0	0	0	11	1	0	1	0	6	1
181	774	Meile	fressen	n	Meilenfressen	Optional	Object			5	Meilen	gefressen	X	fraßen|frass|fresst|fräßen|frisst|fresse|frißt|fressen|fraß	17	2	2	0	1	0	0	2	0	0	0	0	14	1	11	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0
21	775	Rute	gehen	n	Rutengehen	Intransitive	Adjunct			41	Ruten	gegangen	X	gehst|gehts|gehe|gehen|gehn|ging|gingen|gehet|gings|geht|ginge	214	2	58	0	4	0	0	29	0	1	0	0	150	1	7	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
169	776	Wünschelrute	gehen	n	Wünschelrutengehen	Intransitive	Adjunct			5	Wünschelruten	gegangen	X	gehst|gehts|gehe|gehen|gehn|ging|gingen|gehet|gings|geht|ginge	58	0	21	0	0	0	0	8	0	0	0	0	50	1	5	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
100	777	Glocke	gießen	n	Glockengießen	Transitive	Object			9	Glocken	gegossen	X	goss|giesst|gieße|gießen|gossen|gössen|giesse|goß|giessen|gießt	33	1	14	0	4	0	0	8	0	0	0	0	10	0	13	0	0	0	0	6	0	0	0	0	0	0	0	0	37	0	0	0	0	4	0
188	778	Kerze	gießen	n	Kerzengießen	Transitive	Object			5	Kerzen	gegossen	X	goss|giesst|gieße|gießen|gossen|gössen|giesse|goß|giessen|gießt	58	0	13	0	4	0	0	33	0	1	0	0	33	0	65	0	0	0	0	7	0	0	0	0	0	0	0	0	17	0	0	0	0	1	0
192	779	Höhle	grölen	n	Höhlengrölen	Intransitive	Adjunct			5	Höhlen	gegrölt	X	grölte|grölt|grölten|grölen	7	0	0	0	0	0	0	1	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
73	780	Film	gucken	e	Filmegucken	Optional	Object			13	Filme	geguckt	X	gucken|gucke|guckst|guckten|guckte|guckt	135	7	21	0	91	5	0	72	7	149	24	3	46	3	896	180	6	0	0	114	14	0	0	2	1	0	0	0	104	15	0	0	0	121	21
106	781	Stern	gucken	e	Sternegucken	Optional	Object			8	Sterne	geguckt	X	gucken|gucke|guckst|guckten|guckte|guckt	91	5	9	0	46	1	0	39	2	17	4	0	47	2	104	8	0	0	1	7	0	1	0	0	0	0	0	0	4	0	0	0	0	3	2
72	782	Kind	haben	er	Kinderhaben	Transitive	Object			13	Kinder	gehabt	X	ham|haette|hab|habs|hatt|hät|hätt|hats	97	1	40	1	12327	260	1	7	0	4	1	0	64	0	15100	723	4	0	0	1045	48	2	0	0	0	0	0	0	224	11	0	0	0	141	34
15	783	Wade	heben	n	Wadenheben	Transitive	Object			58	Waden	gehoben	X	hob|heben|hub|hebt|hebst|hoben|hebe|huben	366	58	11	2	0	0	0	18	4	0	0	0	429	59	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
93	784	Zigarette	holen	n	Zigarettenholen	Transitive	Object			9	Zigaretten	geholt	X	holst|holt|holte|holten|holen|hole	75	3	2	0	9	0	0	47	3	29	5	0	15	2	397	30	0	0	0	66	3	0	0	0	0	0	0	0	17	1	0	1	0	19	1
30	785	Stimme	hören	n	Stimmenhören	Transitive	Object			29	Stimmen	gehört	X	hörst|hörte|höret|hört|höre|hören|hörten|hörtest	288	0	77	0	157	2	0	15	0	0	0	1	189	0	445	33	2	0	0	390	18	2	0	0	0	0	0	0	301	36	2	1	0	367	17
178	786	Platte	hören	n	Plattenhören	Transitive	Object			5	Platten	gehört	X	hörst|hörte|höret|hört|höre|hören|hörten|hörtest	27	0	9	0	19	1	0	13	0	8	0	0	7	0	90	6	0	0	0	29	1	1	0	2	0	0	0	0	39	5	0	0	0	50	2
75	787	Platte	kalken	n	Plattenkalken	Transitive	Object			12	Platten	gekalkt	X	kalken	97	0	25	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
78	788	Schuh	kaufen	e	Schuhekaufen	Transitive	Object			11	Schuhe	gekauft	X	kauften|kaufen|kaufe|kaufet|kauft|kaufst|kaufte	61	1	13	1	183	17	0	32	0	67	4	1	32	2	1108	120	4	0	0	148	11	1	0	2	0	0	0	0	165	17	0	1	0	106	7
116	789	Zicke	kicken	n	Zickenkicken	Transitive	Object			7	Zicken	gekickt	X	kickten|kicken|kickte|kicke|kickt	9	1	0	0	0	0	0	3	0	0	0	0	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
179	790	Plakat	kleben	e	Plakatekleben	Transitive	Object			5	Plakate	geklebt	X	klebte|klebe|klebten|klebst|kleben|klebt	37	0	4	0	19	1	0	26	0	17	0	0	21	0	202	4	0	0	0	33	1	0	0	1	0	0	0	0	165	1	0	0	1	33	0
94	791	Spruch	klopfen	~e	Sprücheklopfen	Transitive	Object			9	Sprüche	geklopft	X	klopft|klopfte|klopften|klopfen|klopfe	126	4	20	1	46	8	0	29	0	26	0	0	75	9	287	36	7	0	0	44	3	2	1	1	0	0	0	0	46	0	0	0	0	51	12
119	792	Stein	klopfen	e	Steineklopfen	Transitive	Object			7	Steine	geklopft	X	klopft|klopfte|klopften|klopfen|klopfe	88	2	8	1	10	0	0	32	1	14	0	1	49	1	135	7	3	0	0	14	1	0	0	2	0	0	0	1	18	0	0	0	0	16	0
6	793	Zahn	knirschen	~e	Zähneknirschen	Intransitive	Adjunct			176	Zähne	geknirscht	X	knirschte|knirschen|knirscht|knirschten	1708	54	334	6	36	3	1	74	1	2	0	0	1418	64	72	7	0	0	0	0	0	5	0	0	0	0	0	0	2	0	0	0	2	21	1
145	794	Reihe	knutschen	n	Reihenknutschen	Optional	Adjunct			6	Reihen	geknutscht	X	knutsche|knutschst|knutscht|knutschen|knutschte|knutschtest|knutschten	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
66	795	Ei	kochen	er	Eierkochen	Optional	Object			14	Eier	gekocht	X	kocht|kochte|kochten|kochen|koche	115	5	16	1	42	2	0	69	2	13	1	0	34	2	125	11	0	0	0	18	0	1	0	0	0	0	0	0	43	1	0	1	0	21	0
65	796	Kind	kriegen	er	Kinderkriegen	Transitive	Object			14	Kinder	gekriegt	X	kriegst|kriege|kriegen|kriegten|kriegte|kriegt	2224	95	752	27	624	49	2	764	33	118	19	2	905	65	2037	210	7	0	0	268	20	21	2	5	0	0	0	0	71	5	0	5	0	103	14
32	797	Treppe	laufen	n	Treppenlaufen	Intransitive	Adjunct			27	Treppen	gelaufen	X	liefe|lief|liefen|lauft|läufts|läuft|laufe|läufst|laufen	238	22	56	0	139	16	0	56	4	15	1	0	120	18	256	26	0	0	0	21	2	4	0	0	0	0	0	0	19	4	0	0	1	27	1
68	798	Stelze	laufen	n	Stelzenlaufen	Intransitive	Adjunct			13	Stelzen	gelaufen	X	liefe|lief|liefen|lauft|läufts|läuft|laufe|läufst|laufen	166	1	17	0	2	0	0	23	0	3	1	0	190	1	116	3	2	0	0	16	0	1	0	0	0	0	0	0	7	0	0	0	0	8	0
158	799	Form	laufen	en	Formenlaufen	Intransitive	Adjunct			6	Formen	gelaufen	X	liefe|lief|liefen|lauft|läufts|läuft|laufe|läufst|laufen	35	0	2	0	1	0	0	5	0	0	0	0	21	0	6	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
191	800	Hürde	laufen	n	Hürdenlaufen	Intransitive	Adjunct			5	Hürden	gelaufen	X	liefe|lief|liefen|lauft|läufts|läuft|laufe|läufst|laufen	56	3	18	1	7	0	0	17	0	0	0	0	28	2	21	1	0	0	0	4	0	1	0	0	0	0	0	0	8	0	0	0	0	48	0
12	801	Glocke	läuten	n	Glockenläuten	Transitive	Undetermined			75	Glocken	geläutet	X	läute|läutet|läuten|läuteten|läutete	657	4	250	0	544	5	5	46	0	0	0	0	328	4	179	5	2	0	0	8	0	1	0	0	0	0	0	0	29	0	0	1	0	13	0
84	802	Wunde	lecken	n	Wundenlecken	Optional	Object			10	Wunden	geleckt	X	leckt|leckte|lecken|lecke|leckten	141	4	23	0	62	8	1	24	1	19	0	1	64	4	542	38	2	1	0	154	5	1	0	5	0	0	0	0	61	2	0	0	0	58	3
1	803	Karte	legen	n	Kartenlegen	Transitive	Object			595	Karten	gelegt	X	legte|legst|lege|legten|legen|legt	3733	150	985	19	394	25	2	549	19	41	1	1	2411	128	411	26	5	2	0	38	2	22	0	0	0	0	0	4	76	6	0	15	0	70	3
26	804	Fliese	legen	n	Fliesenlegen	Transitive	Object			34	Fliesen	gelegt	X	legte|legst|lege|legten|legen|legt	217	17	47	1	25	1	0	73	0	15	1	0	142	17	214	13	0	0	0	13	2	2	0	1	0	0	0	0	36	4	0	5	1	11	2
102	805	Bombe	legen	n	Bombenlegen	Transitive	Object			9	Bomben	gelegt	X	legte|legst|lege|legten|legen|legt	54	1	18	1	26	0	0	20	0	2	0	0	29	0	132	5	0	0	0	32	0	0	0	0	0	0	0	0	48	1	0	0	0	32	3
146	806	Platte	legen	n	Plattenlegen	Transitive	Object			6	Platten	gelegt	X	legte|legst|lege|legten|legen|legt	18	1	3	1	16	0	0	3	0	1	0	0	19	1	43	3	0	0	0	10	0	2	0	0	0	0	0	0	28	3	0	0	0	7	1
148	807	Mine	legen	n	Minenlegen	Transitive	Object			6	Minen	gelegt	X	legte|legst|lege|legten|legen|legt	48	2	10	2	9	2	1	29	2	6	0	0	21	1	79	13	0	0	0	21	1	0	0	0	0	0	0	0	46	1	0	2	0	14	4
172	808	Spur	legen	en	Spurenlegen	Transitive	Object			5	Spuren	gelegt	X	legte|legst|lege|legten|legen|legt	10	0	3	0	17	0	0	2	0	1	0	0	7	0	54	4	0	0	0	14	0	0	0	0	0	0	0	0	34	1	0	0	0	10	1
113	809	Gedanke	lesen	n	Gedankenlesen	Optional	Object			8	Gedanken	gelesen	X	lest|läse|last|läsen|liest|lese|lesen|leset|lasen|las	732	47	115	3	315	22	1	60	2	3	0	0	681	61	3715	311	13	0	0	308	12	1	0	0	0	0	1	0	401	15	0	13	0	111	7
135	810	Zeitung	lesen	s	Zeitungslesen	Optional	Object			6	Zeitungen	gelesen	X	lest|läse|last|läsen|liest|lese|lesen|leset|lasen|las	417	6	82	3	1	0	0	158	5	0	0	0	143	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	3	0	0	0
143	811	Spur	lesen	en	Spurenlesen	Optional	Object			6	Spuren	gelesen	X	lest|läse|last|läsen|liest|lese|lesen|leset|lasen|las	301	9	54	2	29	0	2	52	1	6	0	0	249	9	171	10	3	0	0	31	2	1	0	0	0	0	0	0	9	0	0	54	1	9	0
180	812	Note	lesen	n	Notenlesen	Optional	Object			5	Noten	gelesen	X	lest|läse|last|läsen|liest|lese|lesen|leset|lasen|las	498	23	145	7	289	13	2	82	1	10	2	1	331	30	801	36	4	0	0	55	0	1	0	0	0	0	0	0	2	0	0	10	0	10	0
